time,latitude,longitude,depth,mag,days_since_start,is_mainshock
2019-07-06 09:07:38.230000+00:00,36.1756667,-117.8776667,2.6,2.69,1.7041071759259259,False
2019-07-06 09:08:03.220000+00:00,35.8815,-117.7231667,3.49,3.44,1.7043964120370372,False
2019-07-06 09:09:11.400000+00:00,35.6645,-117.453,5.18,1.58,1.7051855324074074,False
2019-07-06 09:09:23.760000+00:00,35.971,-117.8438333,8.85,1.53,1.7053285879629632,False
2019-07-06 09:10:01.610000+00:00,36.1653333,-117.868,3.85,2.12,1.7057666666666667,False
2019-07-06 09:10:14.130000+00:00,35.9496667,-117.74,8.29,2.46,1.7059115740740742,False
2019-07-06 09:10:31.130000+00:00,35.898,-117.7205,5.8,2.02,1.7061083333333333,False
2019-07-06 09:11:58.580000+00:00,35.9113333,-117.7415,5.65,2.55,1.7071204861111111,False
2019-07-06 09:12:41.470000+00:00,35.8265,-117.6661667,7.23,2.99,1.7076168981481483,False
2019-07-06 09:13:50.290000+00:00,35.7326667,-117.5236667,3.93,1.91,1.708413425925926,False
2019-07-06 09:14:27.570000+00:00,35.5701667,-117.3706667,5.65,1.84,1.7088449074074075,False
2019-07-06 09:14:37.870000+00:00,35.8298333,-117.6668333,7.45,2.23,1.7089641203703703,False
2019-07-06 09:14:51.030000+00:00,35.9143333,-117.735,4.62,2.87,1.7091164351851853,False
2019-07-06 09:15:39.330000+00:00,35.5498333,-117.3663333,6.65,1.99,1.709675462962963,False
2019-07-06 09:15:43.310000+00:00,35.9115,-117.7353333,4.66,2.54,1.7097215277777777,False
2019-07-06 09:16:35.040000+00:00,35.9156667,-117.7063333,3.32,2.6,1.7103202546296299,False
2019-07-06 09:16:43.010000+00:00,35.3241667,-117.9486667,8.04,1.95,1.7104125000000001,False
2019-07-06 09:17:38.800000+00:00,35.9311667,-117.6848333,3.36,2.45,1.7110582175925926,False
2019-07-06 09:17:44.970000+00:00,35.7065,-117.5421667,11.0,2.78,1.7111296296296297,False
2019-07-06 09:17:49.390000+00:00,35.9175,-117.7306667,4.01,2.45,1.711180787037037,False
2019-07-06 09:19:18.550000+00:00,35.827,-117.6468333,4.51,2.74,1.7122127314814815,False
2019-07-06 09:19:40.670000+00:00,35.9008333,-117.6923333,3.86,2.46,1.7124687499999998,False
2019-07-06 09:20:49.420000+00:00,35.9201667,-117.7225,4.2,2.12,1.7132644675925925,False
2019-07-06 09:20:59.260000+00:00,35.8748333,-117.7216667,7.75,3.06,1.7133783564814817,False
2019-07-06 09:21:22.990000+00:00,35.7483333,-117.569,4.35,3.17,1.7136530092592592,False
2019-07-06 09:21:53.350000+00:00,35.7621667,-117.57,10.51,2.42,1.7140043981481483,False
2019-07-06 09:23:41.570000+00:00,36.063,-117.8526667,1.86,3.25,1.7152569444444445,False
2019-07-06 09:24:23.070000+00:00,35.8015,-117.641,1.2,3.59,1.7157372685185186,False
2019-07-06 09:24:30.940000+00:00,35.9095,-117.7401667,9.47,2.99,1.7158283564814816,False
2019-07-06 09:26:58.090000+00:00,35.8976667,-117.7201667,4.45,2.87,1.7175314814814815,False
2019-07-06 09:27:08.460000+00:00,35.6183333,-117.5836667,10.78,3.51,1.7176515046296297,False
2019-07-06 09:27:59.800000+00:00,35.9465,-117.7403333,3.03,2.93,1.7182457175925925,False
2019-07-06 09:28:28.980000+00:00,35.898,-117.7271667,3.95,4.89,1.718583449074074,False
2019-07-06 09:28:41.790000+00:00,35.887,-117.7168333,4.78,4.24,1.7187317129629631,False
2019-07-06 09:28:59.630000+00:00,35.9011667,-117.7291667,4.46,3.48,1.7189381944444446,False
2019-07-06 09:29:09.300000+00:00,35.9226667,-117.7288333,2.38,3.38,1.7190501157407407,False
2019-07-06 09:29:20.970000+00:00,35.8811667,-117.7175,5.5,4.41,1.7191851851851851,False
2019-07-06 09:29:44.490000+00:00,35.8881667,-117.7153333,4.09,3.39,1.7194574074074074,False
2019-07-06 09:29:59.500000+00:00,35.7443333,-117.5895,10.83,3.47,1.7196311342592594,False
2019-07-06 09:30:41.240000+00:00,35.9098333,-117.7323333,4.15,4.49,1.720114236111111,False
2019-07-06 09:30:57.620000+00:00,35.9,-117.7255,4.17,3.45,1.7203038194444444,False
2019-07-06 09:31:19+00:00,35.9563333,-117.6798333,2.25,3.32,1.7205512731481483,False
2019-07-06 09:31:32.070000+00:00,35.897,-117.7225,5.59,3.08,1.7207025462962964,False
2019-07-06 09:33:25.010000+00:00,35.875,-117.7206667,8.05,3.2,1.7220097222222224,False
2019-07-06 09:33:59.740000+00:00,35.8953333,-117.7235,4.91,3.6,1.7224116898148147,False
2019-07-06 09:34:27.830000+00:00,35.8871667,-117.7133333,7.69,3.51,1.7227368055555554,False
2019-07-06 09:35:49.720000+00:00,35.9016667,-117.7051667,2.75,2.72,1.7236846064814815,False
2019-07-06 09:36:39.360000+00:00,35.8736667,-117.7036667,7.87,3.15,1.7242591435185184,False
2019-07-06 09:38:31.440000+00:00,35.8753333,-117.7173333,4.25,2.35,1.725556365740741,False
2019-07-06 09:38:34.470000+00:00,35.674,-117.4678333,8.82,2.76,1.7255914351851853,False
2019-07-06 09:39:06.790000+00:00,35.827,-117.6616667,6.76,2.28,1.7259655092592594,False
2019-07-06 09:39:26.280000+00:00,35.5755,-117.5136667,6.74,2.38,1.726191087962963,False
2019-07-06 09:39:32.440000+00:00,35.8565,-117.6836667,9.25,2.78,1.7262623842592593,False
2019-07-06 09:40:32.910000+00:00,35.9178333,-117.7195,2.44,2.2,1.7269622685185186,False
2019-07-06 09:40:44.780000+00:00,35.9031667,-117.7285,4.41,2.6,1.7270996527777778,False
2019-07-06 09:41:51.060000+00:00,35.9133333,-117.7335,4.25,2.67,1.7278667824074074,False
2019-07-06 09:42:28.900000+00:00,35.8991667,-117.7236667,6.37,2.2,1.7283047453703704,False
2019-07-06 09:42:54.670000+00:00,35.879,-117.7108333,4.68,1.86,1.728603009259259,False
2019-07-06 09:43:02.020000+00:00,35.8263333,-117.6485,8.42,2.74,1.7286880787037036,False
2019-07-06 09:43:44.500000+00:00,35.5276667,-117.4071667,9.63,2.3,1.7291797453703703,False
2019-07-06 09:43:56.940000+00:00,35.9038333,-117.7261667,4.05,1.97,1.729323726851852,False
2019-07-06 09:44:12.110000+00:00,35.9585,-117.856,1.74,2.09,1.7294993055555554,False
2019-07-06 09:44:23.880000+00:00,35.8935,-117.7215,3.76,2.16,1.7296355324074075,False
2019-07-06 09:44:32.040000+00:00,35.882,-117.7103333,6.56,1.91,1.729729976851852,False
2019-07-06 09:44:53.370000+00:00,35.5803333,-117.44,4.45,2.25,1.729976851851852,False
2019-07-06 09:45:10.790000+00:00,35.892,-117.7106667,2.53,2.16,1.7301784722222224,False
2019-07-06 09:45:21.770000+00:00,35.7785,-117.6018333,7.83,2.22,1.7303055555555555,False
2019-07-06 09:45:44.440000+00:00,35.8481667,-117.6541667,4.58,2.28,1.7305679398148148,False
2019-07-06 09:46:17.700000+00:00,35.7393333,-117.4833333,4.39,2.54,1.7309528935185183,False
2019-07-06 09:46:39.930000+00:00,35.8015,-117.6278333,2.81,3.39,1.731210185185185,False
2019-07-06 09:47:16.700000+00:00,35.7468333,-117.5708333,3.16,2.68,1.7316357638888888,False
2019-07-06 09:47:31.340000+00:00,35.89,-117.714,9.0,2.78,1.7318052083333333,False
2019-07-06 09:48:05.520000+00:00,35.6165,-117.4671667,10.15,2.25,1.7322008101851851,False
2019-07-06 09:48:17.100000+00:00,35.893,-117.7095,10.67,2.35,1.732334837962963,False
2019-07-06 09:48:29.810000+00:00,35.8805,-117.713,4.24,3.39,1.7324819444444444,False
2019-07-06 09:49:33.290000+00:00,35.894,-117.7208333,7.52,3.22,1.7332166666666668,False
2019-07-06 09:50:37.530000+00:00,35.9053333,-117.6925,3.88,2.62,1.7339601851851851,False
2019-07-06 09:50:43.220000+00:00,35.7106667,-117.578,8.88,3.06,1.7340260416666666,False
2019-07-06 09:51:21.370000+00:00,35.5885,-117.3786667,5.46,2.54,1.7344675925925925,False
2019-07-06 09:52:12.680000+00:00,35.899,-117.722,7.0,2.68,1.7350614583333333,False
2019-07-06 09:52:26.480000+00:00,35.8693333,-117.6205,2.08,2.85,1.7352211805555553,False
2019-07-06 09:53:21.730000+00:00,35.8731667,-117.7125,2.43,2.35,1.735860648148148,False
2019-07-06 09:54:12.810000+00:00,35.7428333,-117.5473333,7.16,2.19,1.736451851851852,False
2019-07-06 09:54:23.340000+00:00,35.4935,-117.4911667,4.81,2.22,1.736573726851852,False
2019-07-06 09:54:26.800000+00:00,35.9085,-117.7313333,5.88,2.25,1.7366137731481481,False
2019-07-06 09:54:42.470000+00:00,35.908,-117.7316667,4.75,2.75,1.736795138888889,False
2019-07-06 09:55:00.900000+00:00,35.9305,-117.7086667,3.12,2.46,1.737008449074074,False
2019-07-06 09:55:46.910000+00:00,35.8996667,-117.7251667,4.32,2.28,1.7375409722222224,False
2019-07-06 09:55:53.810000+00:00,35.8723333,-117.7166667,9.4,2.55,1.7376208333333334,False
2019-07-06 09:56:06.020000+00:00,35.7675,-117.573,6.82,2.52,1.7377621527777778,False
2019-07-06 09:56:33.590000+00:00,35.7938333,-117.6216667,8.46,2.4,1.73808125,False
2019-07-06 09:56:54.640000+00:00,35.695,-117.533,7.37,2.52,1.7383248842592591,False
2019-07-06 09:57:20.060000+00:00,35.8315,-117.6636667,9.96,2.33,1.7386190972222222,False
2019-07-06 09:57:34.960000+00:00,35.9531667,-117.7016667,5.38,3.08,1.738791550925926,False
2019-07-06 09:57:51.490000+00:00,35.8713333,-117.6843333,4.82,3.07,1.7389828703703702,False
2019-07-06 09:59:18.170000+00:00,35.6711667,-117.4836667,5.84,2.3,1.739986111111111,False
2019-07-06 09:59:26.600000+00:00,35.883,-117.7105,7.28,3.75,1.7400836805555557,False
2019-07-06 09:59:56.230000+00:00,35.9526667,-117.7006667,5.12,3.21,1.7404266203703702,False
2019-07-06 10:00:00.350000+00:00,35.7871667,-117.6373333,8.88,3.48,1.7404743055555556,False
2019-07-06 10:00:48.910000+00:00,35.681,-117.4713333,11.0,2.25,1.7410363425925928,False
2019-07-06 10:01:10.440000+00:00,35.9255,-117.7105,3.96,2.86,1.7412855324074075,False
2019-07-06 10:02:24.360000+00:00,35.6905,-117.5305,8.41,3.04,1.7421410879629629,False
2019-07-06 10:02:37.020000+00:00,35.727,-117.5918333,10.79,3.18,1.7422876157407408,False
2019-07-06 10:02:56.900000+00:00,35.922,-117.7398333,5.18,2.92,1.7425177083333334,False
2019-07-06 10:03:16.080000+00:00,35.9341667,-117.7265,3.77,2.29,1.742739699074074,False
2019-07-06 10:03:22.380000+00:00,35.6503333,-117.4563333,4.23,2.96,1.7428126157407409,False
2019-07-06 10:04:32.140000+00:00,35.7401667,-117.5715,3.66,2.78,1.743620023148148,False
2019-07-06 10:05:03.450000+00:00,35.6901667,-117.5515,11.02,2.34,1.7439824074074073,False
2019-07-06 10:05:20.150000+00:00,35.6763333,-117.5388333,4.83,3.0,1.7441756944444444,False
2019-07-06 10:05:32.610000+00:00,35.9036667,-117.7263333,3.94,3.41,1.7443199074074074,False
2019-07-06 10:06:49.940000+00:00,35.7211667,-117.58,-0.33,2.4,1.7452149305555555,False
2019-07-06 10:07:29.190000+00:00,35.88,-117.7128333,6.03,2.63,1.745669212962963,False
2019-07-06 10:07:32.600000+00:00,35.8931667,-117.7101667,6.35,2.84,1.7457086805555557,False
2019-07-06 10:07:59.340000+00:00,35.903,-117.7236667,6.69,2.49,1.7460181712962963,False
2019-07-06 10:08:02.530000+00:00,35.8638333,-117.6866667,9.8,3.26,1.7460550925925926,False
2019-07-06 10:08:26.830000+00:00,35.7856667,-117.6133333,10.33,3.04,1.7463363425925924,False
2019-07-06 10:09:04.360000+00:00,35.8903333,-117.7356667,8.82,2.32,1.7467707175925924,False
2019-07-06 10:09:18.110000+00:00,35.5755,-117.5176667,10.36,3.52,1.746929861111111,False
2019-07-06 10:10:20.750000+00:00,35.9,-117.7276667,4.96,2.67,1.7476548611111111,False
2019-07-06 10:10:33.540000+00:00,35.5691667,-117.3691667,4.58,2.45,1.7478028935185186,False
2019-07-06 10:11:00.520000+00:00,35.8955,-117.7211667,6.04,2.75,1.748115162037037,False
2019-07-06 10:12:54.610000+00:00,35.8821667,-117.7093333,7.5,2.38,1.7494356481481481,False
2019-07-06 10:13:02.100000+00:00,35.8638333,-117.6833333,8.06,2.41,1.7495223379629632,False
2019-07-06 10:13:24.270000+00:00,35.8876667,-117.7143333,8.48,2.1,1.7497789351851851,False
2019-07-06 10:13:48.380000+00:00,36.0118333,-117.6703333,3.22,1.83,1.7500579861111112,False
2019-07-06 10:14:02.010000+00:00,35.7696667,-117.5928333,7.37,2.37,1.7502157407407408,False
2019-07-06 10:15:01.310000+00:00,35.6198333,-117.4378333,4.79,2.84,1.7509020833333333,False
2019-07-06 10:16:05.430000+00:00,35.6046667,-117.4766667,2.37,1.56,1.751644212962963,False
2019-07-06 10:16:07.250000+00:00,35.6518333,-117.4598333,2.1,2.37,1.751665277777778,False
2019-07-06 10:16:26.340000+00:00,35.5635,-117.3938333,3.17,2.46,1.7518862268518518,False
2019-07-06 10:16:54.360000+00:00,35.5693333,-117.3971667,6.84,2.47,1.7522105324074073,False
2019-07-06 10:17:32.730000+00:00,35.913,-117.7326667,5.46,2.4,1.7526546296296295,False
2019-07-06 10:17:37.790000+00:00,35.8705,-117.717,2.72,2.43,1.7527131944444445,False
2019-07-06 10:19:18.190000+00:00,35.8811667,-117.713,6.8,2.9,1.7538752314814816,False
2019-07-06 10:19:58.820000+00:00,35.8808333,-117.691,3.89,2.7,1.7543454861111112,False
2019-07-06 10:21:08.300000+00:00,35.6995,-117.494,2.1,2.23,1.7551496527777777,False
2019-07-06 10:21:54.770000+00:00,35.7955,-117.6251667,9.93,2.29,1.7556874999999998,False
2019-07-06 10:22:13.060000+00:00,35.6006667,-117.4311667,3.7,2.19,1.7558991898148149,False
2019-07-06 10:22:35.670000+00:00,35.8893333,-117.7171667,8.51,1.97,1.7561608796296295,False
2019-07-06 10:22:47.870000+00:00,35.8311667,-117.6505,1.53,2.27,1.7563020833333334,False
2019-07-06 10:22:55.840000+00:00,35.8783333,-117.718,2.62,2.88,1.7563943287037038,False
2019-07-06 10:23:43.130000+00:00,35.9183333,-117.7066667,4.6,2.04,1.7569416666666668,False
2019-07-06 10:23:49.430000+00:00,35.8901667,-117.7196667,5.71,2.01,1.7570145833333333,False
2019-07-06 10:24:32.250000+00:00,35.735,-117.5413333,12.31,2.11,1.7575101851851853,False
2019-07-06 10:25:07.050000+00:00,35.8905,-117.6933333,3.48,3.3,1.7579129629629628,False
2019-07-06 10:25:23.910000+00:00,35.8978333,-117.7268333,5.14,3.12,1.7581081018518518,False
2019-07-06 10:26:30.160000+00:00,35.9033333,-117.7255,4.33,2.28,1.7588748842592594,False
2019-07-06 10:27:59.460000+00:00,35.6878333,-117.5496667,10.3,3.16,1.759908449074074,False
2019-07-06 10:28:43.030000+00:00,35.9043333,-117.7276667,5.66,3.08,1.7604127314814815,False
2019-07-06 10:30:40.550000+00:00,35.9223333,-117.7385,6.16,2.14,1.7617729166666667,False
2019-07-06 10:30:54.930000+00:00,35.8165,-117.6305,4.12,1.76,1.7619393518518518,False
2019-07-06 10:31:40.600000+00:00,35.8936667,-117.6673333,8.3,2.54,1.7624679398148149,False
2019-07-06 10:31:43.930000+00:00,35.6486667,-117.4546667,3.97,3.51,1.7625064814814815,False
2019-07-06 10:32:43.470000+00:00,35.7173333,-117.5238333,4.91,2.73,1.763195601851852,False
2019-07-06 10:33:10.920000+00:00,36.0763333,-117.8166667,1.23,1.81,1.763513310185185,False
2019-07-06 10:34:12.740000+00:00,35.7933333,-117.5816667,9.61,2.04,1.7642288194444444,False
2019-07-06 10:34:32.780000+00:00,35.8736667,-117.7146667,2.85,2.54,1.764460763888889,False
2019-07-06 10:34:56.830000+00:00,35.9133333,-117.742,4.81,2.6,1.7647391203703702,False
2019-07-06 10:35:00.670000+00:00,35.9,-117.6763333,2.72,2.51,1.7647835648148147,False
2019-07-06 10:35:14.300000+00:00,35.5765,-117.35,2.22,2.64,1.7649413194444443,False
2019-07-06 10:35:18.060000+00:00,35.5603333,-117.3548333,9.04,3.36,1.764984837962963,False
2019-07-06 10:36:10.580000+00:00,35.683,-117.526,1.57,2.84,1.7655927083333331,False
2019-07-06 10:37:09.160000+00:00,35.8826667,-117.6966667,4.43,3.09,1.7662707175925927,False
2019-07-06 10:37:27.560000+00:00,35.5745,-117.3528333,2.85,3.82,1.7664836805555555,False
2019-07-06 10:38:31.260000+00:00,35.913,-117.7331667,6.34,2.98,1.7672209490740742,False
2019-07-06 10:38:56.240000+00:00,35.9278333,-117.7261667,2.78,2.35,1.7675100694444443,False
2019-07-06 10:39:03.020000+00:00,35.8878333,-117.6945,4.23,2.56,1.7675885416666666,False
2019-07-06 10:39:42.950000+00:00,35.7716667,-117.5623333,11.79,2.19,1.7680506944444443,False
2019-07-06 10:39:55.080000+00:00,35.89,-117.7251667,4.23,2.45,1.7681910879629628,False
2019-07-06 10:40:24.700000+00:00,35.6713333,-117.5503333,1.68,3.45,1.768533912037037,False
2019-07-06 10:41:26.280000+00:00,35.8855,-117.6971667,7.96,3.07,1.7692466435185186,False
2019-07-06 10:41:32.400000+00:00,35.9888333,-117.7115,6.11,3.09,1.7693174768518518,False
2019-07-06 10:43:22.270000+00:00,35.9231667,-117.7346667,7.15,2.33,1.7705891203703703,False
2019-07-06 10:43:30.560000+00:00,35.898,-117.7286667,4.19,2.96,1.7706850694444445,False
2019-07-06 10:45:06.770000+00:00,35.881,-117.6881667,4.66,2.9,1.771798611111111,False
2019-07-06 10:46:31.540000+00:00,35.8536667,-117.6811667,6.02,2.13,1.7727797453703704,False
2019-07-06 10:46:31.600000+00:00,35.6121667,-117.3948333,6.35,1.83,1.772780439814815,False
2019-07-06 10:47:15.690000+00:00,35.8956667,-117.7215,6.44,2.18,1.7732907407407408,False
2019-07-06 10:47:48.380000+00:00,35.9165,-117.6718333,11.53,2.15,1.7736690972222224,False
2019-07-06 10:48:20.290000+00:00,35.7256667,-117.5406667,2.63,2.58,1.774038425925926,False
2019-07-06 10:48:23.950000+00:00,35.899,-117.72,6.5,2.29,1.774080787037037,False
2019-07-06 10:48:24.460000+00:00,35.5785,-117.372,5.6,4.04,1.7740866898148149,False
2019-07-06 10:48:35.460000+00:00,35.8883333,-117.7326667,6.08,3.24,1.7742140046296295,False
2019-07-06 10:49:48.630000+00:00,35.9235,-117.7071667,2.85,3.28,1.7750608796296297,False
2019-07-06 10:50:30.320000+00:00,35.8513333,-117.67,6.39,2.49,1.775543402777778,False
2019-07-06 10:50:46.520000+00:00,35.8651667,-117.7091667,8.61,3.47,1.7757309027777777,False
2019-07-06 10:51:33.930000+00:00,35.8816667,-117.722,4.07,2.0,1.7762796296296297,False
2019-07-06 10:51:40.530000+00:00,35.6506667,-117.4498333,3.54,2.6,1.7763560185185185,False
2019-07-06 10:52:08.270000+00:00,35.7268333,-117.5283333,0.49,2.52,1.7766770833333332,False
2019-07-06 10:52:31.050000+00:00,35.677,-117.5225,9.2,2.62,1.7769407407407407,False
2019-07-06 10:52:42.020000+00:00,35.5973333,-117.3375,6.08,2.31,1.7770677083333333,False
2019-07-06 10:54:20.440000+00:00,35.7196667,-117.5433333,8.89,2.34,1.7782068287037038,False
2019-07-06 10:54:37.310000+00:00,35.8151667,-117.6761667,6.58,1.94,1.7784020833333334,False
2019-07-06 10:54:44.130000+00:00,35.7823333,-117.5745,11.47,2.46,1.7784810185185187,False
2019-07-06 10:55:13.780000+00:00,35.7495,-117.5723333,10.98,2.21,1.778824189814815,False
2019-07-06 10:55:23.520000+00:00,35.6668333,-117.5166667,11.9,2.45,1.7789369212962962,False
2019-07-06 10:55:39.360000+00:00,35.805,-117.6428333,10.25,2.43,1.7791202546296294,False
2019-07-06 10:55:41.300000+00:00,35.6158333,-117.4581667,2.69,2.48,1.7791427083333333,False
2019-07-06 10:56:23.060000+00:00,35.5558333,-117.3628333,8.49,2.27,1.7796260416666667,False
2019-07-06 10:56:53.190000+00:00,35.9188333,-117.7175,4.48,2.25,1.7799747685185185,False
2019-07-06 10:57:54.050000+00:00,35.7701667,-117.5953333,10.29,2.39,1.7806791666666666,False
2019-07-06 10:57:59.170000+00:00,35.6715,-117.4498333,10.57,2.11,1.7807384259259258,False
2019-07-06 10:57:59.620000+00:00,35.8835,-117.7328333,10.35,2.61,1.7807436342592593,False
2019-07-06 10:58:29.180000+00:00,35.8718333,-117.7086667,7.85,2.38,1.7810857638888888,False
2019-07-06 10:59:24.310000+00:00,35.8196667,-117.629,9.81,3.19,1.7817238425925925,False
2019-07-06 10:59:47.370000+00:00,35.897,-117.7293333,10.47,2.02,1.7819907407407407,False
2019-07-06 11:00:04.820000+00:00,35.9095,-117.717,4.4,1.97,1.7821927083333335,False
2019-07-06 11:00:06.490000+00:00,35.838,-117.6526667,8.83,2.8,1.782212037037037,False
2019-07-06 11:02:29.230000+00:00,35.892,-117.7406667,8.27,2.04,1.7838641203703702,False
2019-07-06 11:02:30.600000+00:00,35.6775,-117.5248333,9.4,2.75,1.783879976851852,False
2019-07-06 11:02:34.160000+00:00,35.9166667,-117.7946667,5.11,2.54,1.7839211805555557,False
2019-07-06 11:02:47.350000+00:00,35.918,-117.6828333,7.37,2.33,1.7840738425925926,False
2019-07-06 11:04:22.680000+00:00,35.6208333,-117.4721667,8.0,1.8,1.7851771990740741,False
2019-07-06 11:05:20.200000+00:00,35.8901667,-117.6973333,2.63,2.2,1.7858429398148146,False
2019-07-06 11:05:51.410000+00:00,35.8845,-117.7181667,4.71,1.98,1.7862041666666668,False
2019-07-06 11:06:00.630000+00:00,35.8053333,-117.6281667,6.75,2.84,1.7863108796296296,False
2019-07-06 11:06:08.440000+00:00,35.882,-117.7051667,2.09,2.8,1.7864012731481482,False
2019-07-06 11:06:30.790000+00:00,35.883,-117.7053333,2.17,2.49,1.7866599537037038,False
2019-07-06 11:06:43.350000+00:00,35.7948333,-117.621,4.82,3.84,1.7868053240740742,False
2019-07-06 11:08:10.750000+00:00,35.9051667,-117.7313333,3.91,2.9,1.7878168981481481,False
2019-07-06 11:10:10.970000+00:00,35.7095,-117.5483333,8.32,1.92,1.7892083333333335,False
2019-07-06 11:10:13.140000+00:00,35.9303333,-117.7103333,8.5,1.75,1.789233449074074,False
2019-07-06 11:10:24.060000+00:00,35.925,-117.706,2.44,2.91,1.789359837962963,False
2019-07-06 11:10:33.450000+00:00,35.9248333,-117.7178333,2.23,2.47,1.7894685185185184,False
2019-07-06 11:10:39.570000+00:00,35.9008333,-117.7278333,5.87,2.92,1.789539351851852,False
2019-07-06 11:11:19.670000+00:00,35.8943333,-117.7003333,7.29,2.56,1.790003472222222,False
2019-07-06 11:11:42.210000+00:00,35.907,-117.7326667,4.39,3.0,1.7902643518518517,False
2019-07-06 11:12:33.740000+00:00,35.9021667,-117.7175,6.5,1.7,1.790860763888889,False
2019-07-06 11:12:40.230000+00:00,35.8218333,-117.6483333,7.67,1.87,1.7909358796296295,False
2019-07-06 11:13:06.740000+00:00,35.8753333,-117.6891667,4.0,1.82,1.7912427083333333,False
2019-07-06 11:13:21.860000+00:00,35.919,-117.6828333,7.25,1.61,1.7914177083333331,False
2019-07-06 11:13:26.220000+00:00,35.7436667,-117.6198333,2.54,1.9,1.7914681712962963,False
2019-07-06 11:13:28.960000+00:00,35.7835,-117.6076667,5.1,2.4,1.7914998842592593,False
2019-07-06 11:13:45.990000+00:00,35.9226667,-117.7081667,2.42,1.78,1.7916969907407407,False
2019-07-06 11:13:53.700000+00:00,35.9265,-117.687,2.44,1.96,1.7917862268518516,False
2019-07-06 11:14:12.180000+00:00,35.8663333,-117.6913333,6.62,1.78,1.7920001157407408,False
2019-07-06 11:14:41.250000+00:00,35.7363333,-117.5591667,4.34,2.25,1.7923365740740742,False
2019-07-06 11:14:53.300000+00:00,35.9583333,-117.6871667,4.16,2.51,1.7924760416666665,False
2019-07-06 11:14:56.470000+00:00,35.865,-117.6975,7.17,2.8,1.7925127314814815,False
2019-07-06 11:15:13.110000+00:00,35.8743333,-117.6995,7.1,2.74,1.792705324074074,False
2019-07-06 11:15:20.710000+00:00,35.646,-117.4656667,-0.13,3.68,1.7927932870370369,False
2019-07-06 11:16:25.380000+00:00,35.9055,-117.725,7.41,2.58,1.7935417824074076,False
2019-07-06 11:16:55.880000+00:00,35.8936667,-117.7305,4.52,1.91,1.7938947916666668,False
2019-07-06 11:16:58.260000+00:00,35.8938333,-117.7285,5.54,2.23,1.7939223379629632,False
2019-07-06 11:17:01.930000+00:00,35.5796667,-117.3813333,3.03,2.02,1.7939648148148148,False
2019-07-06 11:17:19.710000+00:00,35.8693333,-117.6933333,8.51,2.34,1.7941706018518517,False
2019-07-06 11:18:03.660000+00:00,35.6761667,-117.5331667,8.03,2.95,1.7946792824074076,False
2019-07-06 11:18:44.010000+00:00,35.8783333,-117.6996667,3.39,1.7,1.7951462962962965,False
2019-07-06 11:18:51.560000+00:00,35.8821667,-117.6933333,7.66,2.05,1.7952336805555555,False
2019-07-06 11:19:02.440000+00:00,35.7006667,-117.5633333,8.53,2.12,1.7953596064814816,False
2019-07-06 11:19:34.120000+00:00,35.9101667,-117.7336667,4.09,2.04,1.7957262731481483,False
2019-07-06 11:20:04.890000+00:00,35.8548333,-117.627,7.58,1.98,1.7960824074074073,False
2019-07-06 11:20:12.890000+00:00,35.9213333,-117.7143333,2.46,1.82,1.7961749999999999,False
2019-07-06 11:20:14.490000+00:00,35.9018333,-117.67,3.6,2.35,1.7961935185185185,False
2019-07-06 11:20:25.940000+00:00,35.8295,-117.6661667,5.92,2.34,1.7963260416666667,False
2019-07-06 11:20:38.270000+00:00,36.1348333,-118.0026667,7.15,1.92,1.7964687499999998,False
2019-07-06 11:21:03.030000+00:00,35.877,-117.6641667,7.31,1.98,1.7967553240740741,False
2019-07-06 11:21:31.250000+00:00,35.8813333,-117.6876667,8.75,1.81,1.7970819444444446,False
2019-07-06 11:23:10.030000+00:00,35.8681667,-117.6945,7.1,2.55,1.7982252314814815,False
2019-07-06 11:24:14.820000+00:00,35.873,-117.716,8.62,1.99,1.798975115740741,False
2019-07-06 11:24:21.460000+00:00,35.8978333,-117.7286667,4.16,2.54,1.7990519675925924,False
2019-07-06 11:25:02.320000+00:00,35.8846667,-117.6938333,3.94,2.08,1.7995248842592595,False
2019-07-06 11:25:15.480000+00:00,35.7056667,-117.505,1.53,2.79,1.7996771990740739,False
2019-07-06 11:26:22.640000+00:00,35.8866667,-117.7453333,1.3,1.92,1.8004545138888888,False
2019-07-06 11:26:29.340000+00:00,35.782,-117.6126667,6.68,1.74,1.8005320601851853,False
2019-07-06 11:26:38.890000+00:00,35.5703333,-117.3236667,3.82,1.61,1.8006425925925924,False
2019-07-06 11:26:43.410000+00:00,35.8778333,-117.6966667,4.84,1.64,1.8006949074074075,False
2019-07-06 11:26:44.690000+00:00,35.8701667,-117.717,9.63,1.82,1.8007097222222224,False
2019-07-06 11:27:05.640000+00:00,35.9021667,-117.7258333,5.84,2.01,1.800952199074074,False
2019-07-06 11:27:09.590000+00:00,35.9051667,-117.7306667,5.24,2.01,1.8009979166666668,False
2019-07-06 11:27:39.190000+00:00,35.9825,-117.3065,4.17,1.7,1.8013405092592594,False
2019-07-06 11:28:08.010000+00:00,35.5703333,-117.3576667,2.03,2.1,1.8016740740740742,False
2019-07-06 11:28:16.220000+00:00,35.4226667,-117.404,19.54,1.99,1.8017690972222222,False
2019-07-06 11:28:17.220000+00:00,35.8248333,-117.6388333,7.23,1.97,1.8017806712962963,False
2019-07-06 11:29:30.070000+00:00,35.7455,-117.5568333,12.21,1.81,1.8026238425925927,False
